# http://www.iceandclimate.nbi.ku.dk/data/NGRIP_dust_on_GICC05_20y_december2014.txt
#
# % Dust concentration from the Greenland NGRIP ice cores on the GICC05 time scale.
# % The period covered is from ~10.3 ka b2k (years before A.D. 2000) where the measurements started to
# % 107.62 ka b2k where the GICC05modelext time scale ends.
# % File named NGRIP_dust_on_GICC05_20y_december2014.txt first released December 18th, 2014.
# % This data file and many other data are available from www.icecores.dk
# %
# % Age and depth values refer to the bottom of each interval.
# % Thus, the NGRIP depth interval 1406.44-1407.91 m, corresponding to 10.30-10.32 ka b2k, has an average dust concentration of 9359 particles per mL.
# %
# % All depths reported here are NGRIP2 depths.
# %
# % The concept of maximum counting error is introduced in Rasmussen et al. (2006, Journ. Geophys. Res.).
# % In a standard deviation context, the maximum counting error should be regarded as 2 sigma as discussed in
# % Andersen et al. (2006, Quat. Sci. Rev.). The maximum counting error is a measure of the uncertainty of the
# % GICC05 time scale.
# %
# % The data supplied below are resampled to 20 year resolution from the original measurements. Problems with missing
# % data are ignored if the missing data comprise less thanb half of the depth interval of a given 20-year interval.
# % If more than half of the data are missing, no value is given, which is indicated by "NaN".
# %
# % MAIN REFERENCE:
# % Ruth, U., D. Wagenbach, J. P. Steffensen, and M. Bigler,
# % Continuous record of microparticle concentration and size distribution in the central Greenland NGRIP ice core during the last glacial period
# % J. Geophys. Res., 108(D3), 4098, doi:10.1029/2002JD002376, 2003.
# %
# % GICC05 REFERENCES:
# %
# % The dating of the 7.9-14.7 ka b2k part and the concept of the MCE is described in the paper:
# % S.O. Rasmussen, K.K. Andersen, A.M. Svensson, J.P. Steffensen, B.M. Vinther, H.B. Clausen,
# % M.-L. Siggaard-Andersen, S.J. Johnsen, L.B. Larsen, D. Dahl-Jensen, M. Bigler, R. R�thlisberger,
# % H. Fischer, K. Goto-Azuma, M.E. Hansson, and U. Ruth
# % A new Greenland ice core chronology for the last glacial termination
# % Journ. Geophys. Res., vol. 111, D06102, 2006, doi:10.1029/2005JD006079
# %
# % The dating of the 14.7-41.8 ka b2k part and the ss09sea06bm is described in the paper:
# % K.K. Andersen, A. Svensson, S.J. Johnsen, S.O. Rasmussen, M. Bigler, R. R�thlisberger, U. Ruth,
# % M.-L. Siggaard-Andersen, J.P. Steffensen, D. Dahl-Jensen, B.M. Vinther, and H.B. Clausen
# % The Greenland Ice Core Chronology 2005, 15-42 ka. Part 1: Constructing the time scale
# % Quaternary Science Reviews, vol. 25, Shackleton special issue 24, 2006
# %
# % The dating of the 41.8-60.0 ka b2k part is described in the paper:
# % A. Svensson, K.K. Andersen, M. Bigler, H.B. Clausen, D. Dahl-Jensen, S.M. Davies, S.J. Johnsen,
# % R. Muscheler, S.O. Rasmussen, R. R�thlisberger, I. Seierstad, J.P. Steffensen, and B.M. Vinther
# % A 60,000 year Greenland stratigraphic ice core chronology
# % Submitted to Climate of the Past, October 2007
# %
# % The splicing of the GICC05 and model time scale at 60.2 ka b2k (GICC05modelext) is described in the paper:
# % E.W. Wolff, J. Chappellaz, T. Blunier, S.O. Rasmussen, A. Svensson,
# % Millennial-scale variability during the last glacial: The ice core record
# % Quaternary Science Reviews 29, p. 2828-2838, 2010
# %
# % COLUMNS IN THE DATA FILE
# % 1 : NGRIP2 depth (m)
# % 2 : Age (years b2k)
# % 3 : Maximum counting error (years)
# % 4 : NGRIP Dust content (particles per mL)
depth	age	error	dust
2475.52	65380	NaN	878873
2475.66	65400	NaN	1055599
2475.79	65420	NaN	998678
2475.93	65440	NaN	972740
2476.07	65460	NaN	779688
2476.20	65480	NaN	857087
2476.33	65500	NaN	758376
2476.47	65520	NaN	656990
2476.60	65540	NaN	876428
2476.74	65560	NaN	711685
2476.87	65580	NaN	740028
2477.01	65600	NaN	889771
2477.14	65620	NaN	843195
2477.28	65640	NaN	717997
2477.41	65660	NaN	862418
2477.54	65680	NaN	660264
2477.67	65700	NaN	840364
2477.80	65720	NaN	778523
2477.93	65740	NaN	1112024
2478.07	65760	NaN	954053
2478.20	65780	NaN	1052880
2478.33	65800	NaN	828960
2478.46	65820	NaN	942545
2478.60	65840	NaN	1083400
2478.73	65860	NaN	1228380
2478.86	65880	NaN	1049974
2478.99	65900	NaN	987378
2479.12	65920	NaN	1065736
2479.25	65940	NaN	1092918
2479.38	65960	NaN	1146962
2479.51	65980	NaN	975690
2479.64	66000	NaN	871996
2479.78	66020	NaN	883671
2479.91	66040	NaN	808629
2480.05	66060	NaN	814822
2480.20	66080	NaN	896082
2480.34	66100	NaN	728021
2480.49	66120	NaN	862968
2480.63	66140	NaN	844148
2480.78	66160	NaN	748306
2480.93	66180	NaN	904343
2481.07	66200	NaN	816080
2481.22	66220	NaN	727583
2481.37	66240	NaN	757922
2481.52	66260	NaN	650105
2481.67	66280	NaN	839631
2481.81	66300	NaN	752815
2481.96	66320	NaN	536929
2482.11	66340	NaN	617670
2482.25	66360	NaN	799876
2482.40	66380	NaN	848761
2482.55	66400	NaN	771075
2482.69	66420	NaN	884272
2482.83	66440	NaN	738587
2482.96	66460	NaN	719583
2483.10	66480	NaN	954638
2483.23	66500	NaN	649182
2483.38	66520	NaN	663973
2483.52	66540	NaN	599648
2483.66	66560	NaN	451290
2483.81	66580	NaN	564954
2483.95	66600	NaN	598684
2484.10	66620	NaN	606401
2484.24	66640	NaN	556724
2484.39	66660	NaN	551733
2484.54	66680	NaN	543137
2484.69	66700	NaN	555643
2484.84	66720	NaN	663749
2484.99	66740	NaN	432529
2485.14	66760	NaN	485987
2485.30	66780	NaN	553023
2485.45	66800	NaN	628845
2485.61	66820	NaN	658134
2485.77	66840	NaN	674329
2485.92	66860	NaN	721538
2486.08	66880	NaN	684528
2486.23	66900	NaN	708151
2486.38	66920	NaN	655477
2486.53	66940	NaN	587090
2486.68	66960	NaN	631884
2486.83	66980	NaN	672345
2486.97	67000	NaN	725441
2487.12	67020	NaN	686815
2487.27	67040	NaN	975364
2487.41	67060	NaN	676261
2487.56	67080	NaN	694041
2487.70	67100	NaN	500583
2487.84	67120	NaN	421859
2487.98	67140	NaN	664597
2488.12	67160	NaN	686310
2488.27	67180	NaN	721911
2488.42	67200	NaN	546521
2488.57	67220	NaN	749014
2488.72	67240	NaN	756622
2488.88	67260	NaN	552340
2489.04	67280	NaN	581530
2489.21	67300	NaN	525773
2489.37	67320	NaN	532359
2489.54	67340	NaN	497832
2489.70	67360	NaN	576678
2489.87	67380	NaN	567904
2490.04	67400	NaN	550194
2490.22	67420	NaN	450172
2490.39	67440	NaN	439142
2490.56	67460	NaN	485465
2490.73	67480	NaN	585425
2490.90	67500	NaN	676527
2491.06	67520	NaN	590956
2491.22	67540	NaN	708293
2491.37	67560	NaN	693721
2491.53	67580	NaN	725676
2491.67	67600	NaN	554044
2491.82	67620	NaN	599769
2491.97	67640	NaN	854028
2492.11	67660	NaN	699699
2492.25	67680	NaN	734064
2492.39	67700	NaN	799660
2492.52	67720	NaN	656094
2492.66	67740	NaN	738809
2492.80	67760	NaN	824534
2492.93	67780	NaN	659614
2493.07	67800	NaN	780092
2493.21	67820	NaN	717534
2493.34	67840	NaN	754595
2493.48	67860	NaN	1072931
2493.62	67880	NaN	753977
2493.75	67900	NaN	803470
2493.90	67920	NaN	813449
2494.04	67940	NaN	923699
2494.18	67960	NaN	679131
2494.32	67980	NaN	862534
2494.46	68000	NaN	662813
2494.59	68020	NaN	623528
2494.73	68040	NaN	703685
2494.87	68060	NaN	689124
2495.01	68080	NaN	606132
2495.16	68100	NaN	681474
2495.30	68120	NaN	765257
2495.44	68140	NaN	832017
2495.59	68160	NaN	863695
2495.73	68180	NaN	979251
2495.87	68200	NaN	568067
2496.02	68220	NaN	752359
2496.16	68240	NaN	756943
2496.31	68260	NaN	726966
2496.45	68280	NaN	659890
2496.59	68300	NaN	639129
2496.73	68320	NaN	588253
2496.88	68340	NaN	684524
2497.02	68360	NaN	693776
2497.16	68380	NaN	574179
2497.30	68400	NaN	671521
2497.45	68420	NaN	540468
2497.59	68440	NaN	538526
2497.73	68460	NaN	663819
2497.88	68480	NaN	642376
2498.02	68500	NaN	596536
2498.16	68520	NaN	625632
2498.30	68540	NaN	697261
2498.45	68560	NaN	709200
2498.59	68580	NaN	545784
2498.73	68600	NaN	558543
2498.87	68620	NaN	625769
2499.01	68640	NaN	476119
2499.15	68660	NaN	538068
2499.30	68680	NaN	611798
2499.44	68700	NaN	819290
2499.59	68720	NaN	577675
2499.74	68740	NaN	689068
2499.89	68760	NaN	424934
2500.04	68780	NaN	522489
2500.19	68800	NaN	479105
2500.34	68820	NaN	586630
2500.49	68840	NaN	513445
2500.65	68860	NaN	627771
2500.80	68880	NaN	511333
2500.96	68900	NaN	507345
2501.11	68920	NaN	383713
2501.27	68940	NaN	400374
2501.43	68960	NaN	373995
2501.58	68980	NaN	446436
2501.74	69000	NaN	421629
2501.90	69020	NaN	399596
2502.05	69040	NaN	516838
2502.20	69060	NaN	460935
2502.34	69080	NaN	485681
2502.49	69100	NaN	625389
2502.64	69120	NaN	572438
2502.79	69140	NaN	621146
2502.94	69160	NaN	622579
2503.09	69180	NaN	632392
2503.23	69200	NaN	507385
2503.38	69220	NaN	666655
2503.52	69240	NaN	512242
2503.67	69260	NaN	557265
2503.83	69280	NaN	427797
2503.98	69300	NaN	466210
2504.13	69320	NaN	437868
2504.31	69340	NaN	542400
2504.48	69360	NaN	527268
2504.66	69380	NaN	516887
2504.86	69400	NaN	372352
2505.07	69420	NaN	344064
2505.28	69440	NaN	202308
2505.53	69460	NaN	150700
2505.78	69480	NaN	147986
2506.06	69500	NaN	104565
2506.34	69520	NaN	124222
2506.61	69540	NaN	84787
2506.89	69560	NaN	122714
2507.13	69580	NaN	141690
2507.37	69600	NaN	182198
2507.59	69620	NaN	259601
2507.79	69640	NaN	499337
2508	69660	NaN	607673
2508.14	69680	NaN	739131
2508.28	69700	NaN	636545
2508.41	69720	NaN	769189
2508.55	69740	NaN	681319
2508.67	69760	NaN	721467
2508.78	69780	NaN	692273
2508.90	69800	NaN	907774
2509.01	69820	NaN	937006
2509.13	69840	NaN	959033
2509.24	69860	NaN	849399
2509.35	69880	NaN	1060726
2509.46	69900	NaN	1077159
2509.57	69920	NaN	795585
2509.69	69940	NaN	893436
2509.80	69960	NaN	785582
2509.92	69980	NaN	730749
2510.04	70000	NaN	833411
2510.16	70020	NaN	1075101
2510.28	70040	NaN	806017
2510.41	70060	NaN	775809
2510.53	70080	NaN	742590
2510.65	70100	NaN	950451
2510.78	70120	NaN	824617
2510.91	70140	NaN	678253
2511.03	70160	NaN	640182
2511.16	70180	NaN	810267
2511.29	70200	NaN	549007
2511.42	70220	NaN	536444
2511.55	70240	NaN	628288
2511.69	70260	NaN	418839
2511.82	70280	NaN	459436
2511.96	70300	NaN	450787
2512.10	70320	NaN	357365
2512.25	70340	NaN	379585
2512.39	70360	NaN	358656
2512.54	70380	NaN	427967
2512.69	70400	NaN	273611
2512.84	70420	NaN	266242
2512.99	70440	NaN	250231
2513.14	70460	NaN	240745
2513.30	70480	NaN	250864
2513.46	70500	NaN	199413
2513.63	70520	NaN	221950
2513.79	70540	NaN	168575
2513.96	70560	NaN	139677
2514.13	70580	NaN	216327
2514.30	70600	NaN	160537
2514.47	70620	NaN	154254
2514.65	70640	NaN	174923
2514.82	70660	NaN	120594
2514.99	70680	NaN	157512
2515.16	70700	NaN	209006
2515.33	70720	NaN	213051
2515.51	70740	NaN	151243
2515.69	70760	NaN	129903
2515.88	70780	NaN	146759
2516.07	70800	NaN	118949
2516.26	70820	NaN	118338
2516.45	70840	NaN	94184
2516.64	70860	NaN	86478
2516.84	70880	NaN	75841
2517.05	70900	NaN	80208
2517.25	70920	NaN	73164
2517.47	70940	NaN	69989
2517.69	70960	NaN	67740
2517.91	70980	NaN	49102
2518.14	71000	NaN	90697
2518.36	71020	NaN	102778
2518.58	71040	NaN	90345
2518.80	71060	NaN	76878
2519.02	71080	NaN	76218
2519.25	71100	NaN	85245
2519.48	71120	NaN	100749
2519.71	71140	NaN	52745
2519.94	71160	NaN	72852
2520.17	71180	NaN	79562
2520.40	71200	NaN	66771
2520.63	71220	NaN	63175
2520.88	71240	NaN	71902
2521.12	71260	NaN	66885
2521.36	71280	NaN	69309
2521.61	71300	NaN	49121
2521.85	71320	NaN	73733
2522.10	71340	NaN	61581
2522.35	71360	NaN	62442
2522.60	71380	NaN	54895
2522.85	71400	NaN	76543
2523.09	71420	NaN	77455
2523.34	71440	NaN	50417
2523.59	71460	NaN	70180
2523.84	71480	NaN	60701
2524.09	71500	NaN	65012
2524.35	71520	NaN	66964
2524.60	71540	NaN	58144
2524.86	71560	NaN	62338
2525.11	71580	NaN	33948
2525.37	71600	NaN	50002
2525.63	71620	NaN	48233
2525.89	71640	NaN	61409
2526.16	71660	NaN	51951
2526.42	71680	NaN	48546
2526.69	71700	NaN	55807
2526.96	71720	NaN	49884
2527.23	71740	NaN	63555
2527.51	71760	NaN	53689
2527.79	71780	NaN	57007
2528.07	71800	NaN	52612
2528.36	71820	NaN	50222
2528.64	71840	NaN	40497
2528.93	71860	NaN	43073
2529.22	71880	NaN	39530
2529.52	71900	NaN	40801
2529.81	71920	NaN	39068
2530.11	71940	NaN	30686
2530.41	71960	NaN	41505
2530.71	71980	NaN	41519
2531.02	72000	NaN	30178
2531.32	72020	NaN	31141
2531.63	72040	NaN	50207
2531.95	72060	NaN	40906
2532.26	72080	NaN	39675
2532.58	72100	NaN	41070
2532.90	72120	NaN	42991
2533.22	72140	NaN	44923
2533.54	72160	NaN	48499
2533.86	72180	NaN	51122
2534.19	72200	NaN	45806
2534.50	72220	NaN	40646
2534.79	72240	NaN	42997
2535.07	72260	NaN	46479
2535.32	72280	NaN	58544
2535.56	72300	NaN	42087
2535.76	72320	NaN	61535
2535.96	72340	NaN	123160
2536.17	72360	NaN	297645
2536.38	72380	NaN	427612
2536.58	72400	NaN	480873
2536.75	72420	NaN	530464
2536.91	72440	NaN	603896
2537.07	72460	NaN	449694
2537.22	72480	NaN	412591
2537.35	72500	NaN	437846
2537.48	72520	NaN	554827
2537.62	72540	NaN	497402
2537.75	72560	NaN	442797
2537.88	72580	NaN	626245
2538	72600	NaN	525420
2538.13	72620	NaN	564092
2538.26	72640	NaN	500898
2538.39	72660	NaN	543959
2538.51	72680	NaN	590014
2538.64	72700	NaN	659354
2538.76	72720	NaN	472962
2538.88	72740	NaN	547368
2539.01	72760	NaN	617296
2539.13	72780	NaN	643869
2539.25	72800	NaN	513852
2539.37	72820	NaN	588070
2539.50	72840	NaN	NaN
2539.62	72860	NaN	447126
2539.74	72880	NaN	533828
2539.86	72900	NaN	493613
2539.98	72920	NaN	525649
2540.11	72940	NaN	451928
2540.23	72960	NaN	543989
2540.36	72980	NaN	615363
2540.48	73000	NaN	794084
2540.61	73020	NaN	671275
2540.73	73040	NaN	613609
2540.86	73060	NaN	615822
2540.98	73080	NaN	472089
2541.11	73100	NaN	NaN
2541.23	73120	NaN	599740
2541.36	73140	NaN	483966
2541.49	73160	NaN	498764
2541.61	73180	NaN	529744
2541.73	73200	NaN	616769
2541.85	73220	NaN	518909
2541.97	73240	NaN	605927
2542.10	73260	NaN	541971
2542.22	73280	NaN	490930
2542.34	73300	NaN	763077
2542.46	73320	NaN	646860
2542.58	73340	NaN	605863
2542.70	73360	NaN	601351
2542.83	73380	NaN	594135
2542.95	73400	NaN	546033
2543.07	73420	NaN	457036
2543.19	73440	NaN	457654
2543.32	73460	NaN	585754
2543.44	73480	NaN	517186
2543.56	73500	NaN	651700
2543.69	73520	NaN	565147
2543.81	73540	NaN	540643
2543.93	73560	NaN	547111
2544.05	73580	NaN	511682
2544.17	73600	NaN	475963
2544.29	73620	NaN	440971
2544.41	73640	NaN	372405
2544.54	73660	NaN	490593
2544.67	73680	NaN	496045
2544.79	73700	NaN	510576
2544.92	73720	NaN	549672
2545.05	73740	NaN	488351
2545.18	73760	NaN	676546
2545.31	73780	NaN	647674
2545.44	73800	NaN	526768
2545.57	73820	NaN	643379
2545.70	73840	NaN	552536
2545.83	73860	NaN	801515
2545.95	73880	NaN	524113
2546.09	73900	NaN	500451
2546.23	73920	NaN	485557
2546.36	73940	NaN	491487
2546.50	73960	NaN	623716
2546.65	73980	NaN	691677
2546.80	74000	NaN	568456
2546.95	74020	NaN	445409
2547.10	74040	NaN	444696
2547.24	74060	NaN	416803
2547.38	74080	NaN	329128
2547.52	74100	NaN	303987
2547.67	74120	NaN	162024
2547.83	74140	NaN	178905
2548	74160	NaN	153338
2548.16	74180	NaN	100938
2548.36	74200	NaN	111789
2548.56	74220	NaN	108975
2548.76	74240	NaN	108403
2548.98	74260	NaN	83045
2549.19	74280	NaN	68334
2549.41	74300	NaN	45402
2549.63	74320	NaN	39849
2549.85	74340	NaN	60417
2550.08	74360	NaN	55217
2550.31	74380	NaN	58855
2550.53	74400	NaN	72440
2550.75	74420	NaN	118780
2550.96	74440	NaN	55963
2551.18	74460	NaN	50636
2551.40	74480	NaN	43340
2551.61	74500	NaN	36509
2551.83	74520	NaN	38586
2552.06	74540	NaN	43421
2552.29	74560	NaN	47860
2552.52	74580	NaN	47059
2552.76	74600	NaN	NaN
2552.99	74620	NaN	51631
2553.23	74640	NaN	46205
2553.48	74660	NaN	42174
2553.72	74680	NaN	34040
2553.98	74700	NaN	31432
2554.23	74720	NaN	31251
2554.49	74740	NaN	29560
2554.74	74760	NaN	31111
2555.01	74780	NaN	35474
2555.27	74800	NaN	39045
2555.53	74820	NaN	55156
2555.79	74840	NaN	25143
2556.06	74860	NaN	26807
2556.33	74880	NaN	24484
2556.59	74900	NaN	23978
2556.86	74920	NaN	29881
2557.12	74940	NaN	24554
2557.39	74960	NaN	24701
2557.65	74980	NaN	36499
2557.91	75000	NaN	35539
2558.18	75020	NaN	41312
2558.45	75040	NaN	26483
2558.71	75060	NaN	21864
2558.98	75080	NaN	31916
2559.24	75100	NaN	30082
2559.51	75120	NaN	35466
2559.78	75140	NaN	31319
2560.05	75160	NaN	32304
2560.32	75180	NaN	31935
2560.59	75200	NaN	27657
2560.86	75220	NaN	29426
2561.13	75240	NaN	21880
2561.40	75260	NaN	29388
2561.67	75280	NaN	29240
2561.94	75300	NaN	24079
2562.21	75320	NaN	22005
2562.48	75340	NaN	26980
2562.75	75360	NaN	25352
2563.01	75380	NaN	25092
2563.28	75400	NaN	29456
2563.55	75420	NaN	29215
2563.82	75440	NaN	25030
2564.09	75460	NaN	25476
2564.36	75480	NaN	36031
2564.63	75500	NaN	26234
2564.91	75520	NaN	49747
2565.19	75540	NaN	30314
2565.48	75560	NaN	20070
2565.77	75580	NaN	24821
2566.06	75600	NaN	26927
2566.35	75620	NaN	27298
2566.64	75640	NaN	27257
2566.93	75660	NaN	32744
2567.23	75680	NaN	21128
2567.53	75700	NaN	26166
2567.82	75720	NaN	30957
2568.11	75740	NaN	25419
2568.40	75760	NaN	30850
2568.69	75780	NaN	22360
2568.98	75800	NaN	25388
2569.28	75820	NaN	23801
2569.58	75840	NaN	25269
2569.88	75860	NaN	19285
2570.19	75880	NaN	23625
2570.50	75900	NaN	22186
2570.80	75920	NaN	23320
2571.11	75940	NaN	30663
2571.42	75960	NaN	NaN
2571.73	75980	NaN	32853
2572.04	76000	NaN	22138
2572.35	76020	NaN	28788
2572.66	76040	NaN	23805
2572.97	76060	NaN	26680
2573.29	76080	NaN	23990
2573.60	76100	NaN	20546
2573.92	76120	NaN	22781
2574.25	76140	NaN	36163
2574.57	76160	NaN	27968
2574.90	76180	NaN	25701
2575.23	76200	NaN	25668
2575.56	76220	NaN	31519
2575.89	76240	NaN	27508
2576.23	76260	NaN	32443
2576.57	76280	NaN	40179
2576.91	76300	NaN	28605
2577.26	76320	NaN	22185
2577.60	76340	NaN	29628
2577.94	76360	NaN	27785
2578.26	76380	NaN	33304
2578.57	76400	NaN	32945
2578.86	76420	NaN	27783
2579.13	76440	NaN	57013
2579.39	76460	NaN	101371
2579.63	76480	NaN	253976
2579.85	76500	NaN	192081
2580.06	76520	NaN	189713
2580.25	76540	NaN	227227
2580.43	76560	NaN	220923
2580.61	76580	NaN	233167
2580.78	76600	NaN	200281
2580.95	76620	NaN	211845
2581.12	76640	NaN	181256
2581.28	76660	NaN	193420
2581.45	76680	NaN	194247
2581.61	76700	NaN	193938
2581.77	76720	NaN	195423
2581.94	76740	NaN	205990
2582.10	76760	NaN	172105
2582.27	76780	NaN	228019
2582.43	76800	NaN	226766
2582.59	76820	NaN	159419
2582.75	76840	NaN	193109
2582.91	76860	NaN	191766
2583.07	76880	NaN	218013
2583.23	76900	NaN	190146
2583.39	76920	NaN	285942
2583.55	76940	NaN	236585
2583.71	76960	NaN	260582
2583.87	76980	NaN	248487
2584.03	77000	NaN	187783
2584.19	77020	NaN	194000
2584.35	77040	NaN	223009
2584.51	77060	NaN	229239
2584.68	77080	NaN	290602
2584.84	77100	NaN	255953
2585	77120	NaN	236765
2585.16	77140	NaN	238685
2585.33	77160	NaN	291253
2585.50	77180	NaN	268756
2585.66	77200	NaN	199113
2585.82	77220	NaN	239152
2585.98	77240	NaN	252715
2586.13	77260	NaN	434742
2586.29	77280	NaN	412180
2586.44	77300	NaN	230893
2586.60	77320	NaN	261820
2586.75	77340	NaN	239790
2586.91	77360	NaN	320850
2587.06	77380	NaN	295684
2587.21	77400	NaN	263772
2587.37	77420	NaN	219821
2587.53	77440	NaN	299660
2587.69	77460	NaN	352759
2587.84	77480	NaN	287567
2587.99	77500	NaN	333734
2588.15	77520	NaN	323257
2588.30	77540	NaN	227580
2588.46	77560	NaN	233089
2588.63	77580	NaN	252039
2588.79	77600	NaN	263700
2588.96	77620	NaN	245490
2589.13	77640	NaN	215493
2589.31	77660	NaN	211827
2589.48	77680	NaN	216837
2589.67	77700	NaN	188306
2589.85	77720	NaN	143222
2590.04	77740	NaN	140218
2590.25	77760	NaN	173980
2590.45	77780	NaN	109189
2590.67	77800	NaN	62375
2590.90	77820	NaN	64111
2591.13	77840	NaN	66483
2591.38	77860	NaN	53354
2591.64	77880	NaN	51141
2591.91	77900	NaN	48482
2592.18	77920	NaN	29870
2592.48	77940	NaN	40419
2592.77	77960	NaN	31012
2593.06	77980	NaN	30637
2593.35	78000	NaN	26706
2593.64	78020	NaN	31992
2593.92	78040	NaN	29693
2594.19	78060	NaN	34558
2594.45	78080	NaN	36915
2594.70	78100	NaN	43086
2594.94	78120	NaN	40964
2595.17	78140	NaN	45654
2595.40	78160	NaN	71427
2595.63	78180	NaN	62729
2595.85	78200	NaN	63644
2596.07	78220	NaN	81730
2596.29	78240	NaN	75497
2596.50	78260	NaN	69540
2596.72	78280	NaN	56537
2596.94	78300	NaN	73084
2597.15	78320	NaN	58427
2597.38	78340	NaN	41135
2597.60	78360	NaN	51924
2597.83	78380	NaN	45135
2598.06	78400	NaN	39271
2598.29	78420	NaN	38132
2598.53	78440	NaN	32963
2598.76	78460	NaN	40877
2599	78480	NaN	50226
2599.23	78500	NaN	41738
2599.47	78520	NaN	37333
2599.72	78540	NaN	49046
2599.96	78560	NaN	38838
2600.19	78580	NaN	56428
2600.43	78600	NaN	43451
2600.66	78620	NaN	35516
2600.90	78640	NaN	37276
2601.14	78660	NaN	35346
2601.38	78680	NaN	32582
2601.63	78700	NaN	27051
2601.88	78720	NaN	35940
2602.13	78740	NaN	25857
2602.39	78760	NaN	25029
2602.65	78780	NaN	17835
2602.92	78800	NaN	21716
2603.20	78820	NaN	19333
2603.48	78840	NaN	17715
2603.76	78860	NaN	23434
2604.04	78880	NaN	16711
2604.32	78900	NaN	19963
2604.61	78920	NaN	20552
2604.90	78940	NaN	23011
2605.19	78960	NaN	18017
2605.48	78980	NaN	19188
2605.76	79000	NaN	20136
2606.04	79020	NaN	14565
2606.32	79040	NaN	16796
2606.61	79060	NaN	17638
2606.89	79080	NaN	24687
2607.18	79100	NaN	22823
2607.46	79120	NaN	21380
2607.75	79140	NaN	19268
2608.04	79160	NaN	16590
2608.32	79180	NaN	12771
2608.60	79200	NaN	11832
2608.87	79220	NaN	25198
2609.14	79240	NaN	31056
2609.39	79260	NaN	81444
2609.64	79280	NaN	60164
2609.87	79300	NaN	63342
2610.11	79320	NaN	57073
2610.34	79340	NaN	63035
2610.56	79360	NaN	70265
2610.79	79380	NaN	48728
2611.01	79400	NaN	48609
2611.24	79420	NaN	54682
2611.47	79440	NaN	42859
2611.70	79460	NaN	36413
2611.92	79480	NaN	39585
2612.16	79500	NaN	39022
2612.39	79520	NaN	34532
2612.62	79540	NaN	42151
2612.86	79560	NaN	48528
2613.10	79580	NaN	45326
2613.33	79600	NaN	57240
2613.56	79620	NaN	36744
2613.80	79640	NaN	38262
2614.03	79660	NaN	40961
2614.26	79680	NaN	39352
2614.50	79700	NaN	63227
2614.73	79720	NaN	37586
2614.97	79740	NaN	40109
2615.21	79760	NaN	51576
2615.44	79780	NaN	32526
2615.68	79800	NaN	37790
2615.92	79820	NaN	39100
2616.17	79840	NaN	43503
2616.41	79860	NaN	40133
2616.66	79880	NaN	31994
2616.91	79900	NaN	25721
2617.16	79920	NaN	37945
2617.41	79940	NaN	32649
2617.66	79960	NaN	28036
2617.92	79980	NaN	40836
2618.17	80000	NaN	39215
2618.42	80020	NaN	31852
2618.67	80040	NaN	28712
2618.92	80060	NaN	28365
2619.18	80080	NaN	26968
2619.43	80100	NaN	31706
2619.69	80120	NaN	41094
2619.95	80140	NaN	30455
2620.21	80160	NaN	31087
2620.47	80180	NaN	46793
2620.73	80200	NaN	28772
2620.99	80220	NaN	34846
2621.25	80240	NaN	39700
2621.51	80260	NaN	42368
2621.76	80280	NaN	34676
2622.02	80300	NaN	27921
2622.28	80320	NaN	23877
2622.53	80340	NaN	21807
2622.78	80360	NaN	20558
2623.04	80380	NaN	23852
2623.29	80400	NaN	31492
2623.54	80420	NaN	26740
2623.81	80440	NaN	25864
2624.07	80460	NaN	28671
2624.34	80480	NaN	26556
2624.60	80500	NaN	20298
2624.87	80520	NaN	26358
2625.14	80540	NaN	19485
2625.40	80560	NaN	22507
2625.67	80580	NaN	25181
2625.94	80600	NaN	28526
2626.21	80620	NaN	22111
2626.47	80640	NaN	21492
2626.73	80660	NaN	28039
2627	80680	NaN	24061
2627.26	80700	NaN	27827
2627.53	80720	NaN	25591
2627.79	80740	NaN	26382
2628.06	80760	NaN	35170
2628.33	80780	NaN	29426
2628.60	80800	NaN	26889
2628.88	80820	NaN	25776
2629.16	80840	NaN	17636
2629.45	80860	NaN	22058
2629.73	80880	NaN	25280
2630.01	80900	NaN	21996
2630.29	80920	NaN	28108
2630.57	80940	NaN	41375
2630.85	80960	NaN	27449
2631.13	80980	NaN	26005
2631.41	81000	NaN	25275
2631.69	81020	NaN	23879
2631.97	81040	NaN	33780
2632.26	81060	NaN	28861
2632.54	81080	NaN	21756
2632.82	81100	NaN	23450
2633.11	81120	NaN	21231
2633.39	81140	NaN	18179
2633.68	81160	NaN	32907
2633.96	81180	NaN	27202
2634.25	81200	NaN	22993
2634.54	81220	NaN	NaN
2634.83	81240	NaN	NaN
2635.12	81260	NaN	NaN
2635.42	81280	NaN	22555
2635.71	81300	NaN	22156
2636	81320	NaN	19061
2636.29	81340	NaN	21972
2636.59	81360	NaN	22509
2636.88	81380	NaN	46425
2637.17	81400	NaN	28996
2637.46	81420	NaN	19311
2637.75	81440	NaN	22751
2638.05	81460	NaN	21554
2638.34	81480	NaN	19500
2638.63	81500	NaN	19749
2638.92	81520	NaN	15403
2639.22	81540	NaN	17891
2639.52	81560	NaN	19163
2639.82	81580	NaN	17410
2640.12	81600	NaN	18427
2640.42	81620	NaN	17762
2640.72	81640	NaN	22621
2641.03	81660	NaN	21304
2641.34	81680	NaN	17419
2641.65	81700	NaN	18701
2641.96	81720	NaN	20909
2642.26	81740	NaN	19473
