# http://www.iceandclimate.nbi.ku.dk/data/NGRIP_dust_on_GICC05_20y_december2014.txt
#
# % Dust concentration from the Greenland NGRIP ice cores on the GICC05 time scale.
# % The period covered is from ~10.3 ka b2k (years before A.D. 2000) where the measurements started to
# % 107.62 ka b2k where the GICC05modelext time scale ends.
# % File named NGRIP_dust_on_GICC05_20y_december2014.txt first released December 18th, 2014.
# % This data file and many other data are available from www.icecores.dk
# %
# % Age and depth values refer to the bottom of each interval.
# % Thus, the NGRIP depth interval 1406.44-1407.91 m, corresponding to 10.30-10.32 ka b2k, has an average dust concentration of 9359 particles per mL.
# %
# % All depths reported here are NGRIP2 depths.
# %
# % The concept of maximum counting error is introduced in Rasmussen et al. (2006, Journ. Geophys. Res.).
# % In a standard deviation context, the maximum counting error should be regarded as 2 sigma as discussed in
# % Andersen et al. (2006, Quat. Sci. Rev.). The maximum counting error is a measure of the uncertainty of the
# % GICC05 time scale.
# %
# % The data supplied below are resampled to 20 year resolution from the original measurements. Problems with missing
# % data are ignored if the missing data comprise less thanb half of the depth interval of a given 20-year interval.
# % If more than half of the data are missing, no value is given, which is indicated by "NaN".
# %
# % MAIN REFERENCE:
# % Ruth, U., D. Wagenbach, J. P. Steffensen, and M. Bigler,
# % Continuous record of microparticle concentration and size distribution in the central Greenland NGRIP ice core during the last glacial period
# % J. Geophys. Res., 108(D3), 4098, doi:10.1029/2002JD002376, 2003.
# %
# % GICC05 REFERENCES:
# %
# % The dating of the 7.9-14.7 ka b2k part and the concept of the MCE is described in the paper:
# % S.O. Rasmussen, K.K. Andersen, A.M. Svensson, J.P. Steffensen, B.M. Vinther, H.B. Clausen,
# % M.-L. Siggaard-Andersen, S.J. Johnsen, L.B. Larsen, D. Dahl-Jensen, M. Bigler, R. R�thlisberger,
# % H. Fischer, K. Goto-Azuma, M.E. Hansson, and U. Ruth
# % A new Greenland ice core chronology for the last glacial termination
# % Journ. Geophys. Res., vol. 111, D06102, 2006, doi:10.1029/2005JD006079
# %
# % The dating of the 14.7-41.8 ka b2k part and the ss09sea06bm is described in the paper:
# % K.K. Andersen, A. Svensson, S.J. Johnsen, S.O. Rasmussen, M. Bigler, R. R�thlisberger, U. Ruth,
# % M.-L. Siggaard-Andersen, J.P. Steffensen, D. Dahl-Jensen, B.M. Vinther, and H.B. Clausen
# % The Greenland Ice Core Chronology 2005, 15-42 ka. Part 1: Constructing the time scale
# % Quaternary Science Reviews, vol. 25, Shackleton special issue 24, 2006
# %
# % The dating of the 41.8-60.0 ka b2k part is described in the paper:
# % A. Svensson, K.K. Andersen, M. Bigler, H.B. Clausen, D. Dahl-Jensen, S.M. Davies, S.J. Johnsen,
# % R. Muscheler, S.O. Rasmussen, R. R�thlisberger, I. Seierstad, J.P. Steffensen, and B.M. Vinther
# % A 60,000 year Greenland stratigraphic ice core chronology
# % Submitted to Climate of the Past, October 2007
# %
# % The splicing of the GICC05 and model time scale at 60.2 ka b2k (GICC05modelext) is described in the paper:
# % E.W. Wolff, J. Chappellaz, T. Blunier, S.O. Rasmussen, A. Svensson,
# % Millennial-scale variability during the last glacial: The ice core record
# % Quaternary Science Reviews 29, p. 2828-2838, 2010
# %
# % COLUMNS IN THE DATA FILE
# % 1 : NGRIP2 depth (m)
# % 2 : Age (years b2k)
# % 3 : Maximum counting error (years)
# % 4 : NGRIP Dust content (particles per mL)
depth	age	error	dust
2642.58	81760	NaN	21431
2642.89	81780	NaN	20223
2643.21	81800	NaN	18968
2643.52	81820	NaN	18977
2643.83	81840	NaN	14759
2644.14	81860	NaN	14197
2644.45	81880	NaN	19870
2644.76	81900	NaN	16756
2645.06	81920	NaN	16488
2645.36	81940	NaN	16201
2645.66	81960	NaN	17673
2645.95	81980	NaN	18860
2646.24	82000	NaN	19045
2646.53	82020	NaN	22131
2646.82	82040	NaN	22703
2647.12	82060	NaN	22001
2647.42	82080	NaN	20764
2647.71	82100	NaN	17336
2648.01	82120	NaN	20253
2648.31	82140	NaN	17385
2648.62	82160	NaN	16738
2648.92	82180	NaN	21254
2649.22	82200	NaN	15215
2649.51	82220	NaN	17076
2649.81	82240	NaN	17866
2650.10	82260	NaN	17157
2650.39	82280	NaN	29824
2650.67	82300	NaN	20497
2650.96	82320	NaN	17765
2651.24	82340	NaN	22021
2651.53	82360	NaN	32602
2651.81	82380	NaN	27981
2652.10	82400	NaN	25499
2652.39	82420	NaN	23702
2652.68	82440	NaN	22379
2652.98	82460	NaN	14468
2653.27	82480	NaN	18895
2653.57	82500	NaN	19998
2653.86	82520	NaN	16120
2654.15	82540	NaN	17647
2654.45	82560	NaN	21161
2654.75	82580	NaN	21296
2655.04	82600	NaN	17650
2655.33	82620	NaN	15583
2655.63	82640	NaN	16747
2655.92	82660	NaN	15842
2656.22	82680	NaN	18908
2656.52	82700	NaN	17679
2656.81	82720	NaN	14816
2657.11	82740	NaN	16340
2657.40	82760	NaN	19614
2657.69	82780	NaN	18704
2657.98	82800	NaN	18372
2658.27	82820	NaN	20920
2658.56	82840	NaN	15886
2658.85	82860	NaN	18643
2659.13	82880	NaN	16921
2659.42	82900	NaN	14857
2659.70	82920	NaN	15719
2659.98	82940	NaN	18099
2660.27	82960	NaN	20013
2660.57	82980	NaN	17818
2660.86	83000	NaN	14685
2661.17	83020	NaN	16862
2661.47	83040	NaN	15104
2661.78	83060	NaN	15708
2662.10	83080	NaN	11369
2662.42	83100	NaN	9022
2662.74	83120	NaN	11986
2663.06	83140	NaN	13273
2663.37	83160	NaN	13637
2663.68	83180	NaN	14430
2663.99	83200	NaN	16980
2664.29	83220	NaN	17851
2664.60	83240	NaN	16831
2664.89	83260	NaN	16324
2665.19	83280	NaN	14017
2665.48	83300	NaN	15950
2665.78	83320	NaN	17077
2666.07	83340	NaN	13046
2666.37	83360	NaN	14471
2666.66	83380	NaN	22817
2666.95	83400	NaN	20742
2667.24	83420	NaN	19062
2667.53	83440	NaN	19918
2667.82	83460	NaN	17325
2668.12	83480	NaN	17742
2668.42	83500	NaN	21351
2668.72	83520	NaN	16033
2669.02	83540	NaN	13362
2669.33	83560	NaN	17516
2669.64	83580	NaN	16746
2669.96	83600	NaN	18285
2670.28	83620	NaN	23025
2670.60	83640	NaN	15713
2670.92	83660	NaN	19458
2671.23	83680	NaN	13676
2671.54	83700	NaN	14843
2671.85	83720	NaN	12873
2672.16	83740	NaN	17877
2672.47	83760	NaN	28585
2672.77	83780	NaN	19682
2673.07	83800	NaN	15770
2673.36	83820	NaN	16729
2673.65	83840	NaN	13007
2673.94	83860	NaN	17005
2674.22	83880	NaN	14496
2674.51	83900	NaN	17345
2674.80	83920	NaN	10625
2675.09	83940	NaN	17002
2675.38	83960	NaN	16172
2675.68	83980	NaN	15411
2675.98	84000	NaN	12919
2676.28	84020	NaN	15058
2676.58	84040	NaN	10044
2676.89	84060	NaN	16738
2677.19	84080	NaN	11980
2677.50	84100	NaN	19061
2677.79	84120	NaN	15470
2678.09	84140	NaN	14557
2678.39	84160	NaN	19196
2678.69	84180	NaN	16246
2678.98	84200	NaN	19611
2679.27	84220	NaN	18008
2679.56	84240	NaN	NaN
2679.85	84260	NaN	18063
2680.13	84280	NaN	17857
2680.42	84300	NaN	22460
2680.70	84320	NaN	19888
2680.98	84340	NaN	19640
2681.26	84360	NaN	20234
2681.55	84380	NaN	18837
2681.84	84400	NaN	16375
2682.13	84420	NaN	15570
2682.43	84440	NaN	15503
2682.73	84460	NaN	12625
2683.03	84480	NaN	19267
2683.34	84500	NaN	16527
2683.65	84520	NaN	17489
2683.96	84540	NaN	20488
2684.27	84560	NaN	15340
2684.59	84580	NaN	21793
2684.91	84600	NaN	17611
2685.23	84620	NaN	16205
2685.54	84640	NaN	12749
2685.86	84660	NaN	13076
2686.18	84680	NaN	20422
2686.48	84700	NaN	17430
2686.77	84720	NaN	14861
2687.03	84740	NaN	15631
2687.29	84760	NaN	17905
2687.58	84780	NaN	44933
2687.86	84800	NaN	47082
2688.11	84820	NaN	51601
2688.37	84840	NaN	60866
2688.60	84860	NaN	79296
2688.83	84880	NaN	71547
2689.06	84900	NaN	112957
2689.30	84920	NaN	90645
2689.55	84940	NaN	93200
2689.81	84960	NaN	83895
2690.07	84980	NaN	46635
2690.33	85000	NaN	29927
2690.59	85020	NaN	29289
2690.86	85040	NaN	27007
2691.13	85060	NaN	43240
2691.40	85080	NaN	75757
2691.67	85100	NaN	76620
2691.92	85120	NaN	73322
2692.16	85140	NaN	92365
2692.40	85160	NaN	82631
2692.63	85180	NaN	90755
2692.86	85200	NaN	75477
2693.09	85220	NaN	88773
2693.32	85240	NaN	96418
2693.56	85260	NaN	59736
2693.79	85280	NaN	82967
2694.02	85300	NaN	107978
2694.24	85320	NaN	78884
2694.47	85340	NaN	62721
2694.70	85360	NaN	70460
2694.93	85380	NaN	103141
2695.15	85400	NaN	77390
2695.38	85420	NaN	88407
2695.60	85440	NaN	71321
2695.82	85460	NaN	107868
2696.05	85480	NaN	101050
2696.26	85500	NaN	72973
2696.47	85520	NaN	101733
2696.68	85540	NaN	96470
2696.89	85560	NaN	73842
2697.09	85580	NaN	85216
2697.30	85600	NaN	114147
2697.50	85620	NaN	89132
2697.70	85640	NaN	72843
2697.90	85660	NaN	93019
2698.11	85680	NaN	85099
2698.31	85700	NaN	79711
2698.50	85720	NaN	76717
2698.70	85740	NaN	99854
2698.90	85760	NaN	96299
2699.10	85780	NaN	91214
2699.30	85800	NaN	104607
2699.49	85820	NaN	90855
2699.69	85840	NaN	145438
2699.89	85860	NaN	124316
2700.09	85880	NaN	141304
2700.29	85900	NaN	124449
2700.49	85920	NaN	138116
2700.69	85940	NaN	110234
2700.90	85960	NaN	120893
2701.11	85980	NaN	103578
2701.31	86000	NaN	115678
2701.52	86020	NaN	111651
2701.74	86040	NaN	115150
2701.96	86060	NaN	124765
2702.18	86080	NaN	99032
2702.40	86100	NaN	102348
2702.62	86120	NaN	101176
2702.84	86140	NaN	120841
2703.06	86160	NaN	118055
2703.28	86180	NaN	88403
2703.50	86200	NaN	119413
2703.71	86220	NaN	102339
2703.93	86240	NaN	87930
2704.13	86260	NaN	112871
2704.34	86280	NaN	126214
2704.54	86300	NaN	140490
2704.74	86320	NaN	159396
2704.94	86340	NaN	137599
2705.14	86360	NaN	262141
2705.34	86380	NaN	179958
2705.54	86400	NaN	124273
2705.74	86420	NaN	151468
2705.94	86440	NaN	132956
2706.14	86460	NaN	120273
2706.35	86480	NaN	118954
2706.55	86500	NaN	114224
2706.75	86520	NaN	115185
2706.96	86540	NaN	124129
2707.16	86560	NaN	108916
2707.36	86580	NaN	113074
2707.56	86600	NaN	116432
2707.76	86620	NaN	136063
2707.96	86640	NaN	117823
2708.15	86660	NaN	113492
2708.34	86680	NaN	114753
2708.53	86700	NaN	133654
2708.73	86720	NaN	123780
2708.92	86740	NaN	130311
2709.10	86760	NaN	129924
2709.29	86780	NaN	128607
2709.49	86800	NaN	123520
2709.68	86820	NaN	165700
2709.87	86840	NaN	163350
2710.07	86860	NaN	170233
2710.26	86880	NaN	151691
2710.46	86900	NaN	117828
2710.66	86920	NaN	143712
2710.86	86940	NaN	139214
2711.06	86960	NaN	NaN
2711.26	86980	NaN	120028
2711.45	87000	NaN	164239
2711.65	87020	NaN	143172
2711.84	87040	NaN	162277
2712.04	87060	NaN	192351
2712.23	87080	NaN	167574
2712.41	87100	NaN	190624
2712.60	87120	NaN	179052
2712.79	87140	NaN	194429
2712.97	87160	NaN	132280
2713.16	87180	NaN	163859
2713.34	87200	NaN	214070
2713.52	87220	NaN	164925
2713.71	87240	NaN	140130
2713.89	87260	NaN	149445
2714.08	87280	NaN	140456
2714.26	87300	NaN	148184
2714.45	87320	NaN	186168
2714.64	87340	NaN	211496
2714.82	87360	NaN	144756
2715.01	87380	NaN	169556
2715.20	87400	NaN	167116
2715.39	87420	NaN	187607
2715.57	87440	NaN	132415
2715.76	87460	NaN	169544
2715.95	87480	NaN	158205
2716.14	87500	NaN	144460
2716.32	87520	NaN	241660
2716.52	87540	NaN	187362
2716.71	87560	NaN	223222
2716.91	87580	NaN	217965
2717.11	87600	NaN	142292
2717.32	87620	NaN	92114
2717.52	87640	NaN	81015
2717.75	87660	NaN	66957
2717.97	87680	NaN	56246
2718.21	87700	NaN	42927
2718.45	87720	NaN	31352
2718.69	87740	NaN	26829
2718.94	87760	NaN	47249
2719.19	87780	NaN	30986
2719.44	87800	NaN	37723
2719.69	87820	NaN	36262
2719.90	87840	NaN	47133
2720.11	87860	NaN	51479
2720.32	87880	NaN	39977
2720.52	87900	NaN	57344
2720.73	87920	NaN	54176
2720.93	87940	NaN	63453
2721.14	87960	NaN	49413
2721.35	87980	NaN	60628
2721.56	88000	NaN	52697
2721.77	88020	NaN	39009
2721.99	88040	NaN	34320
2722.21	88060	NaN	42082
2722.43	88080	NaN	28664
2722.66	88100	NaN	28942
2722.88	88120	NaN	32440
2723.11	88140	NaN	20691
2723.33	88160	NaN	36141
2723.56	88180	NaN	35089
2723.78	88200	NaN	50915
2724.01	88220	NaN	51449
2724.24	88240	NaN	53015
2724.47	88260	NaN	39531
2724.70	88280	NaN	38608
2724.94	88300	NaN	31500
2725.17	88320	NaN	42658
2725.41	88340	NaN	34816
2725.65	88360	NaN	29631
2725.89	88380	NaN	24986
2726.13	88400	NaN	20300
2726.37	88420	NaN	30233
2726.61	88440	NaN	32177
2726.85	88460	NaN	29587
2727.09	88480	NaN	32566
2727.33	88500	NaN	34463
2727.57	88520	NaN	35258
2727.81	88540	NaN	26056
2728.05	88560	NaN	24447
2728.30	88580	NaN	25436
2728.54	88600	NaN	22441
2728.79	88620	NaN	24183
2729.03	88640	NaN	21933
2729.28	88660	NaN	21515
2729.53	88680	NaN	20270
2729.77	88700	NaN	19665
2730.01	88720	NaN	21231
2730.25	88740	NaN	21235
2730.48	88760	NaN	20817
2730.72	88780	NaN	23123
2730.94	88800	NaN	27396
2731.17	88820	NaN	23967
2731.39	88840	NaN	47716
2731.62	88860	NaN	36221
2731.84	88880	NaN	34932
2732.07	88900	NaN	27710
2732.29	88920	NaN	24714
2732.53	88940	NaN	23812
2732.76	88960	NaN	16888
2733	88980	NaN	18923
2733.24	89000	NaN	16233
2733.48	89020	NaN	24158
2733.73	89040	NaN	23054
2733.98	89060	NaN	15464
2734.23	89080	NaN	17289
2734.48	89100	NaN	18398
2734.74	89120	NaN	20716
2735	89140	NaN	18523
2735.25	89160	NaN	20124
2735.50	89180	NaN	17838
2735.76	89200	NaN	24902
2736.01	89220	NaN	28010
2736.26	89240	NaN	23716
2736.51	89260	NaN	21109
2736.76	89280	NaN	24810
2737.02	89300	NaN	25769
2737.28	89320	NaN	21792
2737.54	89340	NaN	17810
2737.80	89360	NaN	20303
2738.06	89380	NaN	23061
2738.32	89400	NaN	24196
2738.58	89420	NaN	20196
2738.85	89440	NaN	20183
2739.11	89460	NaN	17075
2739.38	89480	NaN	20460
2739.64	89500	NaN	21973
2739.91	89520	NaN	19581
2740.17	89540	NaN	21466
2740.44	89560	NaN	19812
2740.70	89580	NaN	18519
2740.97	89600	NaN	19527
2741.24	89620	NaN	15888
2741.51	89640	NaN	22613
2741.77	89660	NaN	16757
2742.04	89680	NaN	17259
2742.31	89700	NaN	14912
2742.57	89720	NaN	15877
2742.83	89740	NaN	20740
2743.08	89760	NaN	19146
2743.33	89780	NaN	19027
2743.58	89800	NaN	25025
2743.83	89820	NaN	31495
2744.08	89840	NaN	27295
2744.33	89860	NaN	24721
2744.57	89880	NaN	20934
2744.82	89900	NaN	20553
2745.07	89920	NaN	20286
2745.32	89940	NaN	20258
2745.58	89960	NaN	23083
2745.82	89980	NaN	21990
2746.07	90000	NaN	23988
2746.30	90020	NaN	25089
2746.53	90040	NaN	24309
2746.76	90060	NaN	35529
2746.96	90080	NaN	47530
2747.16	90100	NaN	51028
2747.35	90120	NaN	44938
2747.54	90140	NaN	55713
2747.73	90160	NaN	34459
2747.92	90180	NaN	35393
2748.10	90200	NaN	28709
2748.28	90220	NaN	37329
2748.46	90240	NaN	40919
2748.65	90260	NaN	35347
2748.83	90280	NaN	43401
2749.01	90300	NaN	32008
2749.20	90320	NaN	28990
2749.39	90340	NaN	39837
2749.57	90360	NaN	33214
2749.76	90380	NaN	36230
2749.95	90400	NaN	38742
2750.14	90420	NaN	33242
2750.33	90440	NaN	35505
2750.52	90460	NaN	30418
2750.71	90480	NaN	25839
2750.90	90500	NaN	36332
2751.09	90520	NaN	39849
2751.29	90540	NaN	41035
2751.48	90560	NaN	32775
2751.67	90580	NaN	28675
2751.87	90600	NaN	29443
2752.06	90620	NaN	34280
2752.25	90640	NaN	30021
2752.44	90660	NaN	38347
2752.63	90680	NaN	40035
2752.82	90700	NaN	44867
2753.01	90720	NaN	34338
2753.20	90740	NaN	32647
2753.39	90760	NaN	31496
2753.58	90780	NaN	49290
2753.77	90800	NaN	34979
2753.95	90820	NaN	34284
2754.15	90840	NaN	33935
2754.34	90860	NaN	31060
2754.53	90880	NaN	27391
2754.72	90900	NaN	35761
2754.91	90920	NaN	28907
2755.10	90940	NaN	33276
2755.29	90960	NaN	38817
2755.48	90980	NaN	31504
2755.68	91000	NaN	33430
2755.87	91020	NaN	33669
2756.07	91040	NaN	39754
2756.26	91060	NaN	38194
2756.45	91080	NaN	NaN
2756.65	91100	NaN	31515
2756.84	91120	NaN	29382
2757.04	91140	NaN	31445
2757.23	91160	NaN	52316
2757.43	91180	NaN	38581
2757.62	91200	NaN	41867
2757.81	91220	NaN	34199
2758	91240	NaN	37442
2758.20	91260	NaN	32428
2758.39	91280	NaN	35163
2758.58	91300	NaN	30917
2758.77	91320	NaN	30792
2758.96	91340	NaN	49167
2759.14	91360	NaN	36816
2759.33	91380	NaN	37677
2759.52	91400	NaN	30639
2759.70	91420	NaN	33006
2759.89	91440	NaN	29566
2760.07	91460	NaN	43770
2760.26	91480	NaN	42049
2760.44	91500	NaN	51305
2760.62	91520	NaN	37160
2760.80	91540	NaN	40851
2760.98	91560	NaN	34672
2761.17	91580	NaN	37396
2761.35	91600	NaN	37782
2761.53	91620	NaN	32187
2761.71	91640	NaN	34920
2761.90	91660	NaN	43786
2762.08	91680	NaN	50972
2762.27	91700	NaN	60609
2762.46	91720	NaN	64158
2762.65	91740	NaN	26890
2762.84	91760	NaN	29518
2763.03	91780	NaN	29175
2763.22	91800	NaN	37870
2763.41	91820	NaN	26156
2763.60	91840	NaN	28855
2763.80	91860	NaN	26407
2763.99	91880	NaN	35867
2764.18	91900	NaN	29858
2764.37	91920	NaN	30666
2764.57	91940	NaN	26915
2764.76	91960	NaN	23876
2764.94	91980	NaN	26583
2765.13	92000	NaN	21960
2765.32	92020	NaN	31987
2765.50	92040	NaN	31559
2765.69	92060	NaN	36119
2765.88	92080	NaN	35100
2766.06	92100	NaN	42113
2766.24	92120	NaN	36852
2766.43	92140	NaN	27545
2766.61	92160	NaN	32144
2766.79	92180	NaN	122443
2766.98	92200	NaN	86786
2767.16	92220	NaN	29558
2767.35	92240	NaN	32180
2767.53	92260	NaN	32788
2767.72	92280	NaN	24568
2767.90	92300	NaN	33169
2768.09	92320	NaN	31221
2768.27	92340	NaN	23521
2768.46	92360	NaN	35792
2768.64	92380	NaN	28291
2768.83	92400	NaN	24548
2769.02	92420	NaN	31665
2769.21	92440	NaN	30402
2769.40	92460	NaN	38515
2769.59	92480	NaN	30946
2769.78	92500	NaN	27391
2769.97	92520	NaN	34597
2770.16	92540	NaN	39137
2770.34	92560	NaN	52347
2770.53	92580	NaN	30807
2770.72	92600	NaN	25312
2770.90	92620	NaN	26162
2771.09	92640	NaN	27352
2771.27	92660	NaN	34697
2771.46	92680	NaN	30126
2771.64	92700	NaN	32047
2771.83	92720	NaN	33841
2772.01	92740	NaN	33033
2772.19	92760	NaN	27334
2772.37	92780	NaN	38465
2772.55	92800	NaN	27353
2772.73	92820	NaN	32848
2772.91	92840	NaN	29154
2773.09	92860	NaN	51111
2773.27	92880	NaN	31092
2773.44	92900	NaN	42233
2773.62	92920	NaN	42236
2773.80	92940	NaN	41473
2773.97	92960	NaN	25277
2774.15	92980	NaN	28261
2774.32	93000	NaN	31879
2774.50	93020	NaN	32081
2774.67	93040	NaN	27933
2774.85	93060	NaN	31124
2775.03	93080	NaN	32516
2775.20	93100	NaN	31120
2775.38	93120	NaN	25656
2775.56	93140	NaN	32429
2775.74	93160	NaN	27370
2775.92	93180	NaN	30765
2776.10	93200	NaN	31574
2776.29	93220	NaN	33624
2776.47	93240	NaN	38226
2776.65	93260	NaN	46300
2776.83	93280	NaN	28764
2777.01	93300	NaN	22115
2777.20	93320	NaN	26182
2777.38	93340	NaN	29459
2777.57	93360	NaN	33023
2777.75	93380	NaN	33077
2777.94	93400	NaN	25888
2778.13	93420	NaN	29600
2778.31	93440	NaN	26882
2778.49	93460	NaN	26706
2778.68	93480	NaN	22921
2778.86	93500	NaN	28144
2779.05	93520	NaN	31756
2779.24	93540	NaN	32185
2779.42	93560	NaN	30343
2779.61	93580	NaN	26059
2779.80	93600	NaN	26476
2779.98	93620	NaN	26679
2780.17	93640	NaN	22913
2780.36	93660	NaN	39230
2780.54	93680	NaN	30799
2780.73	93700	NaN	28197
2780.91	93720	NaN	23474
2781.10	93740	NaN	25711
2781.28	93760	NaN	33900
2781.47	93780	NaN	46131
2781.65	93800	NaN	28643
2781.83	93820	NaN	40526
2782.02	93840	NaN	31568
2782.21	93860	NaN	26846
2782.39	93880	NaN	20383
2782.58	93900	NaN	27314
2782.78	93920	NaN	32170
2782.97	93940	NaN	27296
2783.16	93960	NaN	25511
2783.35	93980	NaN	22730
2783.54	94000	NaN	25384
2783.73	94020	NaN	27737
2783.93	94040	NaN	31183
2784.12	94060	NaN	27239
2784.32	94080	NaN	25959
2784.52	94100	NaN	23842
2784.71	94120	NaN	22413
2784.91	94140	NaN	29144
2785.11	94160	NaN	27694
2785.30	94180	NaN	27986
2785.49	94200	NaN	23603
2785.69	94220	NaN	32535
2785.88	94240	NaN	25691
2786.07	94260	NaN	23475
2786.27	94280	NaN	30867
2786.46	94300	NaN	45754
2786.65	94320	NaN	37954
2786.84	94340	NaN	31572
2787.03	94360	NaN	27499
2787.22	94380	NaN	30818
2787.40	94400	NaN	19979
2787.59	94420	NaN	27201
2787.78	94440	NaN	29940
2787.96	94460	NaN	26513
2788.15	94480	NaN	25828
2788.33	94500	NaN	23707
2788.52	94520	NaN	29154
2788.70	94540	NaN	34545
2788.88	94560	NaN	41756
2789.07	94580	NaN	22563
2789.25	94600	NaN	32421
2789.44	94620	NaN	30120
2789.62	94640	NaN	30252
2789.81	94660	NaN	28546
2789.99	94680	NaN	33406
2790.18	94700	NaN	23541
2790.37	94720	NaN	20201
2790.55	94740	NaN	25056
2790.74	94760	NaN	24403
2790.93	94780	NaN	20090
2791.12	94800	NaN	23859
2791.31	94820	NaN	21516
2791.51	94840	NaN	23981
2791.70	94860	NaN	22241
2791.90	94880	NaN	25907
2792.09	94900	NaN	34563
2792.29	94920	NaN	24160
2792.48	94940	NaN	32553
2792.67	94960	NaN	24810
2792.87	94980	NaN	29196
2793.06	95000	NaN	24982
2793.26	95020	NaN	33755
2793.46	95040	NaN	33698
2793.66	95060	NaN	24314
2793.86	95080	NaN	26755
2794.05	95100	NaN	34813
2794.25	95120	NaN	23364
2794.45	95140	NaN	26514
2794.65	95160	NaN	18711
2794.85	95180	NaN	21900
2795.04	95200	NaN	23184
2795.24	95220	NaN	24252
2795.44	95240	NaN	26842
2795.64	95260	NaN	28734
2795.84	95280	NaN	22970
2796.04	95300	NaN	21949
2796.24	95320	NaN	28667
2796.44	95340	NaN	19112
2796.64	95360	NaN	18960
2796.84	95380	NaN	18931
2797.03	95400	NaN	22738
2797.23	95420	NaN	21432
2797.43	95440	NaN	21088
2797.63	95460	NaN	20829
2797.83	95480	NaN	25520
2798.03	95500	NaN	22684
2798.23	95520	NaN	22397
2798.43	95540	NaN	22876
2798.63	95560	NaN	24181
2798.83	95580	NaN	24365
2799.03	95600	NaN	21186
2799.23	95620	NaN	23427
2799.43	95640	NaN	17659
2799.63	95660	NaN	19690
2799.84	95680	NaN	20154
2800.04	95700	NaN	23477
2800.25	95720	NaN	20855
2800.46	95740	NaN	24766
2800.66	95760	NaN	19966
2800.87	95780	NaN	20787
2801.08	95800	NaN	22477
2801.29	95820	NaN	18802
2801.49	95840	NaN	16841
2801.70	95860	NaN	21956
2801.90	95880	NaN	28590
2802.11	95900	NaN	39262
2802.31	95920	NaN	25144
2802.52	95940	NaN	30756
2802.72	95960	NaN	33895
2802.93	95980	NaN	26412
2803.14	96000	NaN	23897
2803.35	96020	NaN	22270
2803.55	96040	NaN	23392
2803.76	96060	NaN	27436
2803.96	96080	NaN	24521
2804.17	96100	NaN	22937
2804.38	96120	NaN	28630
2804.58	96140	NaN	25341
2804.79	96160	NaN	20728
2805	96180	NaN	21363
2805.21	96200	NaN	23903
2805.42	96220	NaN	30384
2805.63	96240	NaN	22507
2805.84	96260	NaN	33117
2806.05	96280	NaN	23322
2806.26	96300	NaN	NaN
2806.48	96320	NaN	28272
2806.69	96340	NaN	23932
2806.91	96360	NaN	27978
2807.13	96380	NaN	21383
2807.34	96400	NaN	25112
2807.56	96420	NaN	22145
2807.78	96440	NaN	18757
2807.99	96460	NaN	24269
2808.21	96480	NaN	24267
2808.42	96500	NaN	27676
2808.63	96520	NaN	24977
2808.84	96540	NaN	20471
2809.05	96560	NaN	28436
2809.25	96580	NaN	29755
2809.46	96600	NaN	24139
2809.66	96620	NaN	27469
2809.86	96640	NaN	28058
2810.06	96660	NaN	32315
2810.26	96680	NaN	25017
2810.46	96700	NaN	25500
2810.66	96720	NaN	34860
2810.86	96740	NaN	24379
2811.06	96760	NaN	20875
2811.27	96780	NaN	23235
2811.47	96800	NaN	13360
2811.67	96820	NaN	20191
2811.88	96840	NaN	15671
2812.08	96860	NaN	19712
2812.29	96880	NaN	22794
2812.50	96900	NaN	25674
2812.70	96920	NaN	26517
2812.91	96940	NaN	28459
2813.11	96960	NaN	24124
2813.31	96980	NaN	25444
2813.51	97000	NaN	26964
2813.71	97020	NaN	19466
2813.92	97040	NaN	19245
2814.12	97060	NaN	29363
2814.33	97080	NaN	46368
2814.53	97100	NaN	30118
2814.74	97120	NaN	24085
2814.94	97140	NaN	24340
2815.15	97160	NaN	20982
2815.36	97180	NaN	22144
2815.57	97200	NaN	22109
2815.78	97220	NaN	18899
2815.99	97240	NaN	17999
2816.20	97260	NaN	15821
2816.41	97280	NaN	14910
2816.62	97300	NaN	17010
2816.84	97320	NaN	23194
2817.05	97340	NaN	20738
2817.26	97360	NaN	20246
2817.48	97380	NaN	18961
2817.69	97400	NaN	19785
2817.91	97420	NaN	24721
2818.13	97440	NaN	15167
2818.35	97460	NaN	10302
2818.56	97480	NaN	15735
2818.77	97500	NaN	17987
2818.99	97520	NaN	11139
2819.20	97540	NaN	20122
2819.41	97560	NaN	17674
2819.62	97580	NaN	23945
2819.83	97600	NaN	15345
2820.04	97620	NaN	15628
2820.25	97640	NaN	18683
2820.45	97660	NaN	19791
2820.66	97680	NaN	21485
2820.86	97700	NaN	26033
2821.07	97720	NaN	28284
2821.27	97740	NaN	23183
2821.48	97760	NaN	20326
2821.69	97780	NaN	17462
2821.90	97800	NaN	16698
2822.10	97820	NaN	15648
2822.31	97840	NaN	19223
2822.51	97860	NaN	17521
2822.72	97880	NaN	15761
2822.93	97900	NaN	16408
2823.13	97920	NaN	27310
2823.34	97940	NaN	15808
2823.55	97960	NaN	17976
2823.75	97980	NaN	15947
2823.96	98000	NaN	22359
2824.17	98020	NaN	17430
2824.38	98040	NaN	13587
2824.58	98060	NaN	15760
2824.79	98080	NaN	19314
2825	98100	NaN	15644
2825.21	98120	NaN	18729
2825.42	98140	NaN	17103
